orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
4487,2024-03-31,2024-03-31,Shipped,808,9197.12,Bank Transfer
4488,2024-09-30,2024-09-30,Processing,164,1466.44,PayPal
4489,2024-02-24,2024-02-24,On Hold,374,1440.51,Credit Card
4490,2024-11-12,2024-11-12,Processing,199,4307.9,Bank Transfer
4491,2024-09-07,2024-09-07,Cancelled,966,8949.47,Credit Card
4492,2024-08-26,2024-08-26,Cancelled,747,3651.35,PayPal
4493,2024-07-29,2024-07-29,Cancelled,513,5148.11,Cash
4494,2024-11-01,2024-11-01,On Hold,712,7657.29,Cash
4495,2024-10-07,2024-10-07,Cancelled,927,4566.54,Cash
4496,2024-10-16,2024-10-16,Shipped,378,9514.5,PayPal
4497,2024-05-11,2024-05-11,Cancelled,269,3347.63,Credit Card
4498,2024-02-01,2024-02-01,On Hold,406,6226.39,Cash
4499,2024-10-06,2024-10-06,Shipped,126,2474.52,Credit Card
4500,2024-07-01,2024-07-01,Shipped,462,1368.72,Bank Transfer
4501,2024-07-19,2024-07-19,On Hold,411,3972.29,Cash
4502,2024-09-20,2024-09-20,On Hold,758,6283.5,Credit Card
4503,2024-09-04,2024-09-04,Processing,521,522.75,Bank Transfer
4504,2024-10-29,2024-10-29,On Hold,257,7295.88,Cash
4505,2024-11-22,2024-11-22,Processing,14,9927.91,Credit Card
4506,2024-09-20,2024-09-20,Cancelled,207,647.47,Credit Card
4507,2024-03-05,2024-03-05,Shipped,425,6049.37,Bank Transfer
4508,2024-03-16,2024-03-16,Shipped,848,1604.44,Credit Card
4509,2024-05-02,2024-05-02,Shipped,361,2137.61,Bank Transfer
4510,2024-03-21,2024-03-21,Processing,26,2536.08,Bank Transfer
4511,2024-04-29,2024-04-29,Cancelled,797,759.25,Cash
4512,2024-01-24,2024-01-24,Cancelled,188,4605.38,Cash
4513,2024-04-02,2024-04-02,On Hold,427,2798.21,Cash
4514,2024-01-02,2024-01-02,Shipped,259,7255.9,PayPal
4515,2024-08-30,2024-08-30,Cancelled,540,9066.07,Cash
4516,2024-01-11,2024-01-11,Processing,776,738.87,Credit Card
4517,2024-06-06,2024-06-06,On Hold,578,6474.26,Cash
4518,2024-05-15,2024-05-15,On Hold,584,8634.73,PayPal
4519,2024-08-29,2024-08-29,Cancelled,951,1881.72,Cash
4520,2024-03-13,2024-03-13,Cancelled,325,8260.23,Cash
4521,2024-07-14,2024-07-14,On Hold,727,2331.43,Bank Transfer
4522,2024-01-16,2024-01-16,Cancelled,163,5766.11,PayPal
4523,2024-09-25,2024-09-25,Processing,300,8590.79,Cash
4524,2024-02-28,2024-02-28,Processing,890,3829.53,Cash
4525,2024-07-28,2024-07-28,Cancelled,639,5904.86,Cash
4526,2024-04-25,2024-04-25,On Hold,897,6471.76,PayPal
4527,2024-03-15,2024-03-15,On Hold,974,5821.71,PayPal
4528,2024-01-24,2024-01-24,Shipped,876,2973.35,PayPal
4529,2024-06-07,2024-06-07,Processing,388,7650.78,Cash
4530,2024-01-01,2024-01-01,Processing,466,4176.41,PayPal
4531,2024-08-17,2024-08-17,Processing,921,7229.08,Credit Card
4532,2024-08-14,2024-08-14,On Hold,855,5818.12,Cash
4533,2024-05-16,2024-05-16,On Hold,761,946.83,PayPal
4534,2024-09-21,2024-09-21,Shipped,980,9500.49,Bank Transfer
4535,2024-01-19,2024-01-19,Processing,216,7473.89,PayPal
4536,2024-03-29,2024-03-29,Processing,929,9226.55,Credit Card
4537,2024-03-24,2024-03-24,On Hold,526,9319.3,Bank Transfer
4538,2024-09-14,2024-09-14,Cancelled,904,6309.96,PayPal
4539,2024-07-10,2024-07-10,On Hold,74,4297.89,PayPal
4540,2024-03-29,2024-03-29,On Hold,789,9133.15,Bank Transfer
4541,2024-03-12,2024-03-12,Shipped,708,4432.68,PayPal
4542,2024-06-23,2024-06-23,Processing,603,2806.9,Bank Transfer
4543,2024-04-18,2024-04-18,On Hold,327,1256.91,PayPal
4544,2024-09-12,2024-09-12,Shipped,648,6252.59,Bank Transfer
4545,2024-03-05,2024-03-05,Shipped,949,4607.98,PayPal
4546,2024-02-14,2024-02-14,Cancelled,233,810.5,Bank Transfer
4547,2024-09-11,2024-09-11,Cancelled,538,6008.85,Credit Card
4548,2024-03-09,2024-03-09,Processing,853,9340.99,Bank Transfer
4549,2024-02-29,2024-02-29,On Hold,395,8938.8,PayPal
4550,2024-06-23,2024-06-23,On Hold,341,2236.69,PayPal
4551,2024-06-06,2024-06-06,On Hold,767,3697.93,Cash
4552,2024-01-26,2024-01-26,Cancelled,415,5061.69,Credit Card
4553,2024-07-07,2024-07-07,Processing,34,4197.49,PayPal
4554,2024-11-13,2024-11-13,Shipped,727,7739.72,Bank Transfer
4555,2024-01-06,2024-01-06,On Hold,290,2818.32,Bank Transfer
4556,2024-06-01,2024-06-01,Processing,920,8126.33,PayPal
4557,2024-03-31,2024-03-31,On Hold,137,8866.49,Bank Transfer
4558,2024-03-15,2024-03-15,Shipped,45,5658.63,Cash
4559,2024-10-03,2024-10-03,Processing,671,9383.81,Credit Card
4560,2024-10-26,2024-10-26,Shipped,326,5264.65,Credit Card
4561,2024-10-06,2024-10-06,Processing,14,4874.42,Credit Card
4562,2024-04-01,2024-04-01,On Hold,774,6837.4,PayPal
4563,2024-10-22,2024-10-22,Shipped,61,7669.51,Bank Transfer
4564,2024-03-14,2024-03-14,On Hold,582,9704.76,Credit Card
4565,2024-06-08,2024-06-08,Shipped,641,7695.14,Cash
4566,2024-07-20,2024-07-20,Cancelled,379,891.01,Bank Transfer
4567,2024-08-31,2024-08-31,Shipped,746,9797.28,Cash
4568,2024-03-17,2024-03-17,Cancelled,415,7503.97,Credit Card
4569,2024-06-11,2024-06-11,On Hold,918,7893.29,Credit Card
4570,2024-01-19,2024-01-19,Processing,787,3650.94,Credit Card
4571,2024-03-28,2024-03-28,Shipped,281,6228.92,Credit Card
4572,2024-09-04,2024-09-04,On Hold,959,1702.41,Cash
4573,2024-09-24,2024-09-24,Cancelled,408,6934.5,Bank Transfer
4574,2024-02-03,2024-02-03,On Hold,544,4683.63,Cash
4575,2024-04-11,2024-04-11,On Hold,100,2855.89,Cash
4576,2024-03-02,2024-03-02,Cancelled,241,9770.84,PayPal
4577,2024-10-02,2024-10-02,Processing,220,7386.86,Credit Card
4578,2024-09-17,2024-09-17,On Hold,313,7742.07,Credit Card
4579,2024-01-31,2024-01-31,On Hold,60,1609.84,Cash
4580,2024-10-24,2024-10-24,Processing,544,883.25,Bank Transfer
4581,2024-09-17,2024-09-17,Cancelled,11,9709.59,PayPal
4582,2024-05-28,2024-05-28,Cancelled,911,5280.35,Bank Transfer
4583,2024-02-10,2024-02-10,Processing,606,2762.31,Bank Transfer
4584,2024-06-06,2024-06-06,Processing,304,6354.2,Credit Card
4585,2024-04-22,2024-04-22,On Hold,864,1930.52,Bank Transfer
4586,2024-11-25,2024-11-25,Cancelled,286,5931.07,Cash
4587,2024-08-12,2024-08-12,On Hold,285,1262.58,PayPal
4588,2024-01-07,2024-01-07,Cancelled,972,988.84,Bank Transfer
4589,2024-02-25,2024-02-25,Shipped,351,140.27,Cash
4590,2024-08-27,2024-08-27,Cancelled,37,2562.58,Cash
4591,2024-10-09,2024-10-09,Cancelled,88,5483.71,Cash
4592,2024-04-19,2024-04-19,Shipped,642,2785.88,Cash
4593,2024-01-29,2024-01-29,Processing,835,3772.72,Credit Card
4594,2024-06-19,2024-06-19,Processing,296,5918.05,Credit Card
4595,2024-01-14,2024-01-14,Shipped,255,1322.3,PayPal
4596,2024-09-17,2024-09-17,Processing,741,4089.93,Bank Transfer
4597,2024-05-23,2024-05-23,On Hold,614,3905.15,Cash
4598,2024-08-09,2024-08-09,Processing,544,2452.7,Bank Transfer
4599,2024-02-20,2024-02-20,Cancelled,782,1473.77,PayPal
4600,2024-11-22,2024-11-22,Cancelled,300,5667.77,Credit Card
4601,2024-04-06,2024-04-06,Processing,418,5854.43,Credit Card
4602,2024-03-21,2024-03-21,Shipped,545,2762.6,Cash
4603,2024-09-16,2024-09-16,Cancelled,642,2477.71,PayPal
4604,2024-10-03,2024-10-03,Cancelled,166,1951.78,PayPal
4605,2024-02-26,2024-02-26,Processing,778,7562.5,Credit Card
4606,2024-06-25,2024-06-25,On Hold,498,2482.88,Credit Card
4607,2024-05-22,2024-05-22,Cancelled,819,5217.76,PayPal
4608,2024-09-19,2024-09-19,Cancelled,720,5847.88,Credit Card
4609,2024-08-09,2024-08-09,Cancelled,837,419.19,Bank Transfer
4610,2024-08-08,2024-08-08,On Hold,335,3863.24,Bank Transfer
4611,2024-01-24,2024-01-24,On Hold,66,8798.88,Bank Transfer
4612,2024-03-10,2024-03-10,Processing,908,4265.91,Bank Transfer
4613,2024-11-16,2024-11-16,Cancelled,211,5700.03,Bank Transfer
4614,2024-10-11,2024-10-11,On Hold,404,5646.15,Cash
4615,2024-10-08,2024-10-08,On Hold,269,4333.55,Cash
4616,2024-05-28,2024-05-28,Cancelled,961,262.65,Cash
4617,2024-04-07,2024-04-07,Processing,278,4529.95,PayPal
4618,2024-02-26,2024-02-26,Processing,900,7276.89,PayPal
4619,2024-04-14,2024-04-14,Processing,610,1574.11,Bank Transfer
4620,2024-01-28,2024-01-28,Shipped,569,1221.11,PayPal
4621,2024-01-27,2024-01-27,Cancelled,642,9143.9,Bank Transfer
4622,2024-03-02,2024-03-02,Shipped,576,7095.22,Bank Transfer
4623,2024-02-25,2024-02-25,Shipped,356,1219.26,Cash
4624,2024-05-10,2024-05-10,On Hold,192,2690.66,Credit Card
4625,2024-10-12,2024-10-12,Shipped,554,8763.1,Cash
4626,2024-07-26,2024-07-26,Processing,814,4284.06,Credit Card
4627,2024-05-03,2024-05-03,Cancelled,659,4977.69,Credit Card
4628,2024-05-11,2024-05-11,Shipped,774,6303.65,Credit Card
4629,2024-08-17,2024-08-17,Processing,183,8371.83,PayPal
4630,2024-10-06,2024-10-06,Shipped,398,8997.78,Cash
4631,2024-07-16,2024-07-16,Shipped,584,710.18,Bank Transfer
4632,2024-04-07,2024-04-07,On Hold,717,7083.53,Credit Card
4633,2024-01-24,2024-01-24,Processing,552,3875.74,Credit Card
4634,2024-05-12,2024-05-12,Cancelled,636,1940.23,Cash
4635,2024-10-10,2024-10-10,Shipped,86,8427.69,Cash
4636,2024-08-05,2024-08-05,Processing,751,650.87,Bank Transfer
4637,2024-11-07,2024-11-07,On Hold,451,4154.94,PayPal
4638,2024-01-12,2024-01-12,Shipped,149,8936.32,PayPal
4639,2024-11-21,2024-11-21,On Hold,428,2604.68,Bank Transfer
4640,2024-04-21,2024-04-21,On Hold,835,7468.62,Bank Transfer
4641,2024-03-18,2024-03-18,Processing,476,2784.41,Bank Transfer
4642,2024-10-07,2024-10-07,Processing,635,4858.32,Cash
4643,2024-02-03,2024-02-03,Cancelled,494,3716.71,Credit Card
4644,2024-10-11,2024-10-11,On Hold,712,1059.31,Credit Card
4645,2024-11-12,2024-11-12,Cancelled,178,4098.42,Bank Transfer
4646,2024-03-07,2024-03-07,On Hold,509,9624.02,PayPal
4647,2024-10-27,2024-10-27,Processing,186,8967.07,Credit Card
4648,2024-07-13,2024-07-13,On Hold,924,9138.76,Bank Transfer
4649,2024-03-05,2024-03-05,On Hold,818,984.15,Bank Transfer
4650,2024-08-15,2024-08-15,On Hold,917,2059.62,Cash
4651,2024-02-17,2024-02-17,On Hold,332,3679.55,Cash
4652,2024-11-17,2024-11-17,On Hold,606,6464.5,Credit Card
4653,2024-11-25,2024-11-25,Shipped,503,7157.92,PayPal
4654,2024-06-23,2024-06-23,On Hold,100,186.19,PayPal
4655,2024-02-12,2024-02-12,Cancelled,988,7756.78,Credit Card
4656,2024-10-11,2024-10-11,Shipped,383,5861.65,Bank Transfer
4657,2024-10-03,2024-10-03,Shipped,341,9707.8,PayPal
4658,2024-07-25,2024-07-25,Processing,218,4202.87,Cash
4659,2024-03-25,2024-03-25,Processing,762,9501.96,Credit Card
4660,2024-04-03,2024-04-03,On Hold,168,5629.52,Bank Transfer
4661,2024-07-11,2024-07-11,Shipped,29,1111.84,Credit Card
4662,2024-06-26,2024-06-26,Cancelled,63,9027.84,Cash
4663,2024-11-04,2024-11-04,Shipped,776,1546.3,Bank Transfer
4664,2024-05-21,2024-05-21,On Hold,294,7548.21,Bank Transfer
4665,2024-11-12,2024-11-12,Processing,983,4268.82,PayPal
4666,2024-10-23,2024-10-23,Shipped,96,4962.4,PayPal
4667,2024-05-12,2024-05-12,Processing,966,9248.71,Cash
4668,2024-10-06,2024-10-06,Cancelled,792,2156.28,Cash
4669,2024-04-03,2024-04-03,Processing,280,2315.04,Bank Transfer
4670,2024-01-22,2024-01-22,Processing,117,3002.92,Cash
4671,2024-01-11,2024-01-11,Cancelled,218,5215.75,PayPal
4672,2024-11-08,2024-11-08,On Hold,980,9981.82,Cash
4673,2024-02-26,2024-02-26,On Hold,513,443.2,Cash
4674,2024-08-22,2024-08-22,On Hold,576,6809.21,PayPal
4675,2024-06-30,2024-06-30,Shipped,200,3851.21,Bank Transfer
4676,2024-06-16,2024-06-16,Cancelled,431,5070.6,Credit Card
4677,2024-01-16,2024-01-16,Processing,250,6465.46,PayPal
4678,2024-11-02,2024-11-02,Cancelled,883,6647.78,PayPal
4679,2024-02-06,2024-02-06,Shipped,992,7082.84,Cash
4680,2024-03-30,2024-03-30,Processing,900,3119.24,Bank Transfer
4681,2024-02-08,2024-02-08,Cancelled,932,7634.7,Credit Card
4682,2024-01-14,2024-01-14,On Hold,530,9421.56,Bank Transfer
4683,2024-06-08,2024-06-08,Cancelled,691,136.56,Bank Transfer
4684,2024-09-16,2024-09-16,Shipped,49,520.85,Credit Card
4685,2024-01-10,2024-01-10,On Hold,961,3571.2,Credit Card
4686,2024-10-04,2024-10-04,Processing,474,7467.79,Cash
4687,2024-11-08,2024-11-08,Processing,50,8566.54,Credit Card
4688,2024-04-04,2024-04-04,On Hold,738,1861.77,PayPal
4689,2024-03-11,2024-03-11,Shipped,405,4264.44,Bank Transfer
4690,2024-09-15,2024-09-15,Processing,244,8521.04,PayPal
4691,2024-10-15,2024-10-15,Cancelled,771,1781.3,Credit Card
4692,2024-09-10,2024-09-10,Processing,458,2158.21,Bank Transfer
4693,2024-06-27,2024-06-27,Shipped,82,4951.97,Credit Card
4694,2024-04-05,2024-04-05,On Hold,386,8390.7,Bank Transfer
4695,2024-02-18,2024-02-18,Shipped,77,1773.75,Cash
4696,2024-08-01,2024-08-01,Cancelled,349,2241.36,Credit Card
4697,2024-01-06,2024-01-06,Processing,69,7856.31,Cash
4698,2024-07-04,2024-07-04,Shipped,179,7203.85,PayPal
4699,2024-03-30,2024-03-30,Processing,478,8466.73,Bank Transfer
4700,2024-11-22,2024-11-22,On Hold,486,715.82,PayPal
4701,2024-02-11,2024-02-11,On Hold,861,4881.96,Credit Card
4702,2024-10-25,2024-10-25,Cancelled,310,3228.94,Credit Card
4703,2024-09-29,2024-09-29,Processing,779,2296.67,Bank Transfer
4704,2024-09-30,2024-09-30,Processing,330,3849.8,PayPal
4705,2024-06-22,2024-06-22,Shipped,842,2718.39,Credit Card
4706,2024-08-23,2024-08-23,Processing,851,9364.14,Credit Card
4707,2024-07-26,2024-07-26,Processing,417,8917.03,Bank Transfer
4708,2024-04-09,2024-04-09,On Hold,663,1077.07,Bank Transfer
4709,2024-08-06,2024-08-06,Shipped,111,4402.15,Bank Transfer
4710,2024-01-12,2024-01-12,Shipped,959,4509.26,PayPal
4711,2024-03-20,2024-03-20,Cancelled,726,7792.1,Cash
4712,2024-03-05,2024-03-05,Processing,756,8138.94,Credit Card
4713,2024-03-29,2024-03-29,On Hold,433,1093.0,PayPal
4714,2024-09-12,2024-09-12,Shipped,5,1592.42,PayPal
4715,2024-08-28,2024-08-28,Cancelled,473,9622.06,Cash
4716,2024-10-30,2024-10-30,Cancelled,573,7107.15,PayPal
4717,2024-02-25,2024-02-25,Cancelled,194,8097.6,PayPal
4718,2024-08-21,2024-08-21,Cancelled,293,8067.58,Credit Card
4719,2024-08-28,2024-08-28,Cancelled,114,2860.0,Credit Card
4720,2024-03-06,2024-03-06,Shipped,584,1985.88,PayPal
4721,2024-07-04,2024-07-04,Shipped,198,7650.69,PayPal
4722,2024-05-17,2024-05-17,On Hold,819,889.96,PayPal
4723,2024-07-22,2024-07-22,Processing,65,6862.35,Bank Transfer
4724,2024-05-19,2024-05-19,Cancelled,17,5794.41,Cash
4725,2024-03-23,2024-03-23,Processing,984,9275.66,Bank Transfer
4726,2024-01-12,2024-01-12,Shipped,259,3260.9,Bank Transfer
4727,2024-09-11,2024-09-11,Shipped,32,8147.1,Cash
4728,2024-09-21,2024-09-21,Shipped,291,7206.75,Bank Transfer
4729,2024-06-14,2024-06-14,Cancelled,723,4007.79,Cash
4730,2024-08-27,2024-08-27,Shipped,804,2207.39,Bank Transfer
4731,2024-07-17,2024-07-17,Processing,407,2871.25,Bank Transfer
4732,2024-01-02,2024-01-02,Cancelled,714,598.28,Credit Card
4733,2024-05-25,2024-05-25,Processing,901,5970.65,Cash
4734,2024-03-08,2024-03-08,Processing,94,5467.32,Credit Card
4735,2024-09-02,2024-09-02,Processing,937,9046.83,Cash
4736,2024-05-19,2024-05-19,Processing,921,9270.3,Cash
4737,2024-05-23,2024-05-23,Processing,850,6029.18,Cash
4738,2024-02-07,2024-02-07,Cancelled,253,1902.95,Bank Transfer
4739,2024-08-25,2024-08-25,Cancelled,213,5018.09,Bank Transfer
4740,2024-08-25,2024-08-25,On Hold,900,8150.12,PayPal
4741,2024-03-15,2024-03-15,Processing,989,876.27,PayPal
4742,2024-11-01,2024-11-01,On Hold,693,9516.37,PayPal
4743,2024-01-05,2024-01-05,Cancelled,689,7919.32,Cash
4744,2024-09-23,2024-09-23,Shipped,680,1637.91,Credit Card
4745,2024-03-10,2024-03-10,Shipped,431,612.04,Bank Transfer
4746,2024-08-29,2024-08-29,Shipped,327,2440.95,Bank Transfer
4747,2024-04-25,2024-04-25,On Hold,866,1759.64,Cash
4748,2024-11-22,2024-11-22,Cancelled,811,8818.35,Cash
4749,2024-08-23,2024-08-23,Cancelled,863,6994.99,PayPal
4750,2024-10-03,2024-10-03,Shipped,2,5073.88,PayPal
4751,2024-07-04,2024-07-04,Cancelled,604,6400.56,Credit Card
4752,2024-01-25,2024-01-25,Cancelled,51,4272.66,Cash
4753,2024-07-29,2024-07-29,On Hold,40,1556.51,Credit Card
4754,2024-06-20,2024-06-20,On Hold,315,4246.18,Cash
4755,2024-05-07,2024-05-07,Processing,369,1841.28,Bank Transfer
4756,2024-03-22,2024-03-22,Processing,292,2521.44,PayPal
4757,2024-06-09,2024-06-09,Shipped,51,8359.53,Bank Transfer
4758,2024-01-29,2024-01-29,On Hold,874,1769.19,PayPal
4759,2024-02-16,2024-02-16,Cancelled,26,3460.34,PayPal
4760,2024-07-01,2024-07-01,On Hold,523,6108.65,PayPal
4761,2024-01-07,2024-01-07,Shipped,411,6172.08,Bank Transfer
4762,2024-11-22,2024-11-22,Cancelled,797,729.79,PayPal
4763,2024-01-03,2024-01-03,On Hold,648,5591.03,PayPal
4764,2024-10-04,2024-10-04,Cancelled,625,9532.47,Credit Card
4765,2024-06-30,2024-06-30,Cancelled,584,9076.71,Bank Transfer
4766,2024-03-28,2024-03-28,Processing,270,3596.21,PayPal
4767,2024-07-29,2024-07-29,On Hold,546,6451.77,Cash
4768,2024-10-29,2024-10-29,Shipped,44,7142.33,Credit Card
4769,2024-03-22,2024-03-22,On Hold,936,7098.53,Cash
4770,2024-09-16,2024-09-16,Shipped,745,657.47,PayPal
4771,2024-02-26,2024-02-26,Processing,665,470.85,PayPal
4772,2024-07-08,2024-07-08,On Hold,62,5251.44,Bank Transfer
4773,2024-10-21,2024-10-21,Shipped,237,2646.86,Credit Card
4774,2024-05-28,2024-05-28,Processing,350,9056.03,Bank Transfer
4775,2024-11-15,2024-11-15,Cancelled,286,8507.32,Bank Transfer
4776,2024-09-16,2024-09-16,On Hold,943,2181.96,Bank Transfer
4777,2024-01-25,2024-01-25,Processing,973,122.68,PayPal
4778,2024-07-07,2024-07-07,On Hold,504,7855.54,Credit Card
4779,2024-10-18,2024-10-18,On Hold,199,4561.59,Bank Transfer
4780,2024-03-05,2024-03-05,Shipped,432,6422.78,Credit Card
4781,2024-04-15,2024-04-15,Processing,932,2527.61,Bank Transfer
4782,2024-10-02,2024-10-02,Shipped,651,4532.01,Credit Card
4783,2024-11-16,2024-11-16,Processing,198,8657.34,PayPal
4784,2024-09-16,2024-09-16,Shipped,906,2415.65,Cash
4785,2024-04-08,2024-04-08,Cancelled,160,8881.24,Cash
4786,2024-01-03,2024-01-03,Shipped,240,547.1,Cash
4787,2024-01-31,2024-01-31,Processing,201,6423.84,Credit Card
4788,2024-09-10,2024-09-10,Processing,957,6507.22,Cash
4789,2024-10-25,2024-10-25,Processing,730,6424.64,Cash
4790,2024-07-12,2024-07-12,Shipped,572,3770.48,Credit Card
4791,2024-01-07,2024-01-07,Cancelled,479,9066.6,Credit Card
4792,2024-05-08,2024-05-08,Shipped,528,3367.75,PayPal
4793,2024-11-22,2024-11-22,Processing,98,1278.8,PayPal
4794,2024-01-27,2024-01-27,Processing,456,7517.95,Cash
4795,2024-11-26,2024-11-26,On Hold,674,2531.69,Cash
4796,2024-08-27,2024-08-27,Processing,112,5938.17,Credit Card
4797,2024-01-04,2024-01-04,Processing,711,5452.34,Bank Transfer
4798,2024-08-22,2024-08-22,Processing,655,3809.77,Cash
4799,2024-10-01,2024-10-01,On Hold,809,5057.68,Credit Card
4800,2024-03-16,2024-03-16,Shipped,442,6704.55,Cash
4801,2024-02-24,2024-02-24,Cancelled,545,577.36,Cash
4802,2024-03-23,2024-03-23,On Hold,559,8069.17,Credit Card
4803,2024-06-04,2024-06-04,On Hold,917,6112.32,Bank Transfer
4804,2024-01-25,2024-01-25,Processing,626,3595.63,PayPal
4805,2024-09-16,2024-09-16,Cancelled,524,4353.59,PayPal
4806,2024-01-20,2024-01-20,Processing,180,7668.18,PayPal
4807,2024-06-23,2024-06-23,Processing,621,4519.59,PayPal
4808,2024-02-05,2024-02-05,Processing,654,8296.37,Credit Card
4809,2024-10-22,2024-10-22,Shipped,129,4746.33,Bank Transfer
4810,2024-07-06,2024-07-06,On Hold,943,6397.6,Cash
4811,2024-09-17,2024-09-17,Shipped,475,2381.58,Credit Card
4812,2024-01-29,2024-01-29,On Hold,332,1644.1,PayPal
4813,2024-11-17,2024-11-17,On Hold,426,4322.12,Bank Transfer
4814,2024-04-16,2024-04-16,Cancelled,491,9188.99,Credit Card
4815,2024-10-16,2024-10-16,Shipped,316,2439.88,Bank Transfer
4816,2024-09-30,2024-09-30,On Hold,565,1091.47,PayPal
4817,2024-11-18,2024-11-18,Processing,291,8380.14,PayPal
4818,2024-09-13,2024-09-13,Processing,723,8773.2,PayPal
4819,2024-03-25,2024-03-25,On Hold,1,5910.59,PayPal
4820,2024-11-15,2024-11-15,On Hold,478,1707.17,Cash
4821,2024-11-02,2024-11-02,Processing,586,9413.79,Bank Transfer
4822,2024-07-15,2024-07-15,Cancelled,978,1853.31,Credit Card
4823,2024-08-03,2024-08-03,Cancelled,960,7645.45,Bank Transfer
4824,2024-07-16,2024-07-16,Cancelled,638,7577.26,Credit Card
4825,2024-03-26,2024-03-26,Cancelled,808,4627.03,Cash
4826,2024-09-14,2024-09-14,On Hold,285,6369.26,Cash
4827,2024-02-28,2024-02-28,On Hold,986,9441.65,PayPal
4828,2024-04-05,2024-04-05,On Hold,275,4553.61,Cash
4829,2024-10-18,2024-10-18,Processing,262,7561.18,Bank Transfer
4830,2024-01-13,2024-01-13,On Hold,537,960.32,Credit Card
4831,2024-03-05,2024-03-05,Cancelled,232,5881.77,Credit Card
4832,2024-03-07,2024-03-07,Shipped,648,6221.47,Bank Transfer
4833,2024-04-06,2024-04-06,Cancelled,795,5874.87,Cash
4834,2024-07-23,2024-07-23,On Hold,358,3418.81,Cash
4835,2024-08-20,2024-08-20,Processing,723,7848.16,Bank Transfer
4836,2024-10-24,2024-10-24,On Hold,855,538.73,PayPal
4837,2024-10-30,2024-10-30,On Hold,703,9042.67,PayPal
4838,2024-11-22,2024-11-22,Processing,790,4247.9,Credit Card
4839,2024-04-13,2024-04-13,Shipped,720,3511.09,Credit Card
4840,2024-10-14,2024-10-14,Shipped,954,8258.06,PayPal
4841,2024-09-09,2024-09-09,Shipped,42,6961.04,PayPal
4842,2024-06-01,2024-06-01,Shipped,979,267.67,Bank Transfer
4843,2024-11-25,2024-11-25,Processing,135,6907.85,Bank Transfer
4844,2024-02-02,2024-02-02,On Hold,232,6346.83,PayPal
4845,2024-02-27,2024-02-27,Cancelled,146,2756.54,PayPal
4846,2024-08-20,2024-08-20,Processing,197,8302.58,Bank Transfer
4847,2024-11-08,2024-11-08,Processing,651,4329.67,PayPal
4848,2024-05-12,2024-05-12,On Hold,563,5880.59,PayPal
4849,2024-01-30,2024-01-30,Shipped,457,3938.0,Credit Card
4850,2024-02-28,2024-02-28,Cancelled,645,6025.08,PayPal
4851,2024-06-01,2024-06-01,Shipped,408,8842.7,Cash
4852,2024-05-23,2024-05-23,On Hold,332,5652.16,Credit Card
4853,2024-11-21,2024-11-21,Shipped,668,3207.31,Credit Card
4854,2024-07-03,2024-07-03,Processing,553,5814.79,Cash
4855,2024-11-23,2024-11-23,Shipped,672,8127.03,Bank Transfer
4856,2024-11-22,2024-11-22,Processing,565,1421.56,Credit Card
4857,2024-10-09,2024-10-09,Cancelled,868,4346.82,Bank Transfer
4858,2024-09-25,2024-09-25,Shipped,30,5610.81,Credit Card
4859,2024-03-17,2024-03-17,Processing,202,7011.49,Bank Transfer
4860,2024-11-20,2024-11-20,On Hold,75,2767.7,Bank Transfer
4861,2024-07-16,2024-07-16,On Hold,606,4224.15,PayPal
4862,2024-11-23,2024-11-23,Shipped,354,8581.33,PayPal
4863,2024-02-16,2024-02-16,Processing,666,8965.2,Credit Card
4864,2024-01-12,2024-01-12,Cancelled,653,9436.77,PayPal
4865,2024-10-16,2024-10-16,Cancelled,396,2629.11,PayPal
4866,2024-06-09,2024-06-09,Processing,78,1045.55,Bank Transfer
4867,2024-03-19,2024-03-19,Shipped,417,2738.48,Cash
4868,2024-10-13,2024-10-13,Cancelled,696,7640.17,Cash
4869,2024-04-02,2024-04-02,Cancelled,131,6815.27,Cash
